Name,Sex,Age,Height,Weight,Team,Year,City,Sport,Event,Medal
Juan Martn del Potro,M,23.0,198.0,97.0,Argentina,2012,London,Tennis,Tennis Men's Singles,Bronze
Juan Martn del Potro,M,23.0,198.0,97.0,Argentina,2012,London,Tennis,Tennis Mixed Doubles,
Matas Andrs del Solar Goldsmith,M,36.0,184.0,82.0,Chile,2012,London,Sailing,Sailing Men's One Person Dinghy,
"Evangelos Ioannis ""Vangelis"" Delakas",M,27.0,189.0,90.0,Greece,2012,London,Water Polo,Water Polo Men's Water Polo,
Miguel Delas de Andrs,M,28.0,170.0,72.0,Spain,2012,London,Hockey,Hockey Men's Hockey,
Marie Claire Delattre-Demory,F,31.0,172.0,61.0,France,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",
Stany Delayre,M,24.0,182.0,72.0,France,2012,London,Rowing,Rowing Men's Lightweight Double Sculls,
Simon Delestre,M,31.0,174.0,67.0,France,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Simon Delestre,M,31.0,174.0,67.0,France,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Team",
Carlos Francisco Delfino,M,29.0,196.0,95.0,Argentina,2012,London,Basketball,Basketball Men's Basketball,
Blanca Isabel Delgado Plancarte,F,25.0,168.0,59.0,Mexico,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Marlo Delgado Suarez,M,19.0,184.0,75.0,Ecuador,2012,London,Boxing,Boxing Men's Middleweight,
Marie-Laure Delie,F,24.0,172.0,65.0,France,2012,London,Football,Football Women's Football,
Nikolaos Deligiannis,M,35.0,190.0,96.0,Greece,2012,London,Water Polo,Water Polo Men's Water Polo,
Natalie Dell,F,27.0,175.0,75.0,United States,2012,London,Rowing,Rowing Women's Quadruple Sculls,Bronze
Francesco Dell'Uomo,M,25.0,169.0,62.0,Italy,2012,London,Diving,Diving Men's Platform,
Casey Dellacqua,F,27.0,167.0,69.0,Australia-2,2012,London,Tennis,Tennis Women's Doubles,
"Matthew ""Matt"" Dellavedova",M,21.0,193.0,89.0,Australia,2012,London,Basketball,Basketball Men's Basketball,
Moana Delle,F,23.0,167.0,57.0,Germany,2012,London,Sailing,Sailing Women's Windsurfer,
Nico Luca Marc Delle Karth,M,28.0,180.0,74.0,Austria,2012,London,Sailing,Sailing Men's Skiff,
Hlne Delme,F,25.0,167.0,57.0,Belgium,2012,London,Hockey,Hockey Women's Hockey,
"Cynthia ""Janay"" DeLoach (-Soukup)",F,26.0,166.0,58.0,United States,2012,London,Athletics,Athletics Women's Long Jump,Bronze
"Nicholas ""Nick"" Delpopolo",M,23.0,173.0,77.0,United States,2012,London,Judo,Judo Men's Lightweight,
Dmytro Oleksiyovych Dem'ianiuk,M,29.0,200.0,84.0,Ukraine,2012,London,Athletics,Athletics Men's High Jump,
Andrey Yuryevich Demanov,M,27.0,178.0,94.0,Russia,2012,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,
Arnaud Demare,M,20.0,180.0,74.0,France,2012,London,Cycling,"Cycling Men's Road Race, Individual",
Moussa Dembele,M,23.0,182.0,78.0,Senegal,2012,London,Athletics,Athletics Men's 110 metres Hurdles,
Siraba Dembl,F,26.0,172.0,64.0,France,2012,London,Handball,Handball Women's Handball,
Dirk Demeersman,M,48.0,170.0,68.0,Belgium,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Dirk Demeersman,M,48.0,170.0,68.0,Belgium,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Team",
Yana Mykhailivna Dementieva,F,33.0,182.0,75.0,Ukraine,2012,London,Rowing,Rowing Women's Quadruple Sculls,Gold
Oksana Yevgenyevna Demidova,F,18.0,167.0,54.0,Belarus,2012,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
"Jeffery ""Jeff"" Demps",M,22.0,175.0,82.0,United States,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,
"Nicholas Charles ""Nick"" Dempsey",M,31.0,180.0,71.0,Great Britain,2012,London,Sailing,Sailing Men's Windsurfer,Silver
Lashinda Monique Demus,F,29.0,170.0,60.0,United States,2012,London,Athletics,Athletics Women's 400 metres Hurdles,Silver
Valentin Demyanenko,M,28.0,193.0,93.0,Azerbaijan,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",
Hanna Demydova,F,25.0,178.0,50.0,Ukraine,2012,London,Athletics,Athletics Women's Triple Jump,
Kouami Sacha Denanyoh,M,32.0,176.0,84.0,Togo,2012,London,Judo,Judo Men's Half-Middleweight,
Felix Denayer,M,22.0,190.0,85.0,Belgium,2012,London,Hockey,Hockey Men's Hockey,
Deng Daokun,M,34.0,185.0,82.0,China,2012,London,Sailing,Sailing Men's Two Person Dinghy,
Deng Linlin,F,20.0,144.0,34.0,China,2012,London,Gymnastics,Gymnastics Women's Individual All-Around,
Deng Linlin,F,20.0,144.0,34.0,China,2012,London,Gymnastics,Gymnastics Women's Team All-Around,
Deng Linlin,F,20.0,144.0,34.0,China,2012,London,Gymnastics,Gymnastics Women's Floor Exercise,
Deng Linlin,F,20.0,144.0,34.0,China,2012,London,Gymnastics,Gymnastics Women's Uneven Bars,
Deng Linlin,F,20.0,144.0,34.0,China,2012,London,Gymnastics,Gymnastics Women's Balance Beam,Gold
Luol Ajou Deng,M,27.0,206.0,104.0,Great Britain,2012,London,Basketball,Basketball Men's Basketball,
Deng Senyue,F,20.0,160.0,43.0,China,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
Deni,M,22.0,165.0,69.0,Indonesia,2012,London,Weightlifting,Weightlifting Men's Lightweight,
Aleksey Alekseyevich Denisenko,M,18.0,185.0,68.0,Russia,2012,London,Taekwondo,Taekwondo Men's Flyweight,Bronze
Kirill Georgiyevich Denisov,M,24.0,182.0,90.0,Russia,2012,London,Judo,Judo Men's Middleweight,
Joel Dennerley,M,25.0,195.0,91.0,Australia,2012,London,Water Polo,Water Polo Men's Water Polo,
Rohan Dennis,M,22.0,182.0,72.0,Australia,2012,London,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Kate Dennison (-Rooney),F,28.0,172.0,60.0,Great Britain,2012,London,Athletics,Athletics Women's Pole Vault,
Erin Densham,F,27.0,165.0,52.0,Australia,2012,London,Triathlon,Triathlon Women's Olympic Distance,Bronze
Martin Dent,M,33.0,180.0,69.0,Australia,2012,London,Athletics,Athletics Men's Marathon,
Deonise Fachinello Cavaleiro,F,29.0,180.0,73.0,Brazil,2012,London,Handball,Handball Women's Handball,
Aleksey Viktorovich Dergunov,M,27.0,187.0,95.0,Kazakhstan,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",
Aleksey Viktorovich Dergunov,M,27.0,187.0,95.0,Kazakhstan,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
Inna Vasilyevna Deriglazova,F,22.0,173.0,61.0,Russia,2012,London,Fencing,"Fencing Women's Foil, Individual",
Inna Vasilyevna Deriglazova,F,22.0,173.0,61.0,Russia,2012,London,Fencing,"Fencing Women's Foil, Team",Silver
Audrey Deroin,F,22.0,176.0,69.0,France,2012,London,Handball,Handball Women's Handball,
Betlhem Desalegn Belayneh,F,20.0,160.0,55.0,United Arab Emirates,2012,London,Athletics,"Athletics Women's 1,500 metres",
Oreidis Despaigne Terry,M,30.0,186.0,100.0,Cuba,2012,London,Judo,Judo Men's Half-Heavyweight,
Robelis Despaigne Sanquet,M,23.0,200.0,99.0,Cuba,2012,London,Taekwondo,Taekwondo Men's Heavyweight,Bronze
Alexandre Despatie,M,27.0,173.0,76.0,Canada,2012,London,Diving,Diving Men's Springboard,
Alexandre Despatie,M,27.0,173.0,76.0,Canada,2012,London,Diving,Diving Men's Synchronized Springboard,
Damien Desprat Lerale,M,37.0,188.0,83.0,Monaco,2012,London,Sailing,Sailing Men's One Person Dinghy,
Linouse Desravine,F,21.0,160.0,52.0,Haiti,2012,London,Judo,Judo Women's Half-Lightweight,
Bereket Desta Gebretsadik,M,22.0,180.0,63.0,Ethiopia,2012,London,Athletics,Athletics Men's 400 metres,
Itte Detenamo,M,25.0,175.0,148.0,Nauru,2012,London,Weightlifting,Weightlifting Men's Super-Heavyweight,
Dina Detre,F,28.0,169.0,57.0,Hungary,2012,London,Sailing,Sailing Women's Windsurfer,
Gabriele Detti,M,17.0,184.0,79.0,Italy,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
Laishram Bombayla Devi,F,27.0,164.0,60.0,India,2012,London,Archery,Archery Women's Individual,
Laishram Bombayla Devi,F,27.0,164.0,60.0,India,2012,London,Archery,Archery Women's Team,
Somdev Kishore Devvarman,M,27.0,180.0,73.0,India,2012,London,Tennis,Tennis Men's Singles,
Darya Sergeyevna Deyeva,F,21.0,181.0,69.0,Russia,2012,London,Swimming,Swimming Women's 100 metres Breaststroke,
Timofey Aleksandrovich Deynichenko,M,25.0,186.0,98.0,Belarus,2012,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",
Radoje eri,M,20.0,195.0,90.0,Serbia,2012,London,Rowing,Rowing Men's Coxless Fours,
Ivana erisilo (Stankovi-),F,28.0,188.0,68.0,Serbia,2012,London,Volleyball,Volleyball Women's Volleyball,
Aisling D'Hooghe,F,17.0,169.0,63.0,Belgium,2012,London,Hockey,Hockey Women's Hockey,
Jolien D'hoore,F,22.0,176.0,64.0,Belgium,2012,London,Cycling,Cycling Women's Omnium,
Shreya Dhital,F,17.0,163.0,54.0,Nepal,2012,London,Swimming,Swimming Women's 100 metres Freestyle,
Marco di Carli,M,27.0,189.0,78.0,Germany,2012,London,Swimming,Swimming Men's 100 metres Freestyle,
Marco di Carli,M,27.0,189.0,78.0,Germany,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Marco di Carli,M,27.0,189.0,78.0,Germany,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
Elisa Di Francisca,F,29.0,177.0,65.0,Italy,2012,London,Fencing,"Fencing Women's Foil, Individual",Gold
Elisa Di Francisca,F,29.0,177.0,65.0,Italy,2012,London,Fencing,"Fencing Women's Foil, Team",Gold
Alex Di Giorgio,M,21.0,185.0,75.0,Italy,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Tania Di Mario,F,33.0,168.0,62.0,Italy,2012,London,Water Polo,Water Polo Women's Water Polo,
Daniele Di Spigno,M,37.0,184.0,83.0,Italy,2012,London,Shooting,Shooting Men's Double Trap,
Mirco Ametrano Di Tora,M,26.0,188.0,83.0,Italy,2012,London,Swimming,Swimming Men's 100 metres Backstroke,
Mirco Ametrano Di Tora,M,26.0,188.0,83.0,Italy,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
Nicolae Virgil Diaconu,M,31.0,180.0,88.0,Romania,2012,London,Water Polo,Water Polo Men's Water Polo,
Mohamed Diam,M,25.0,181.0,71.0,Senegal,2012,London,Football,Football Men's Football,
Michael Constantine Diamond (Diamondopoulous-),M,40.0,174.0,75.0,Australia,2012,London,Shooting,Shooting Men's Trap,
Natlie Dianov,F,23.0,170.0,60.0,Czech Republic,2012,London,Modern Pentathlon,Modern Pentathlon Women's Individual,
Boris Babacar Diaw-Riffiod,M,30.0,203.0,115.0,France,2012,London,Basketball,Basketball Men's Basketball,
Yakhouba Diawara,M,29.0,201.0,102.0,France,2012,London,Basketball,Basketball Men's Basketball,
Hidilyn Diaz,F,21.0,149.0,53.0,Philippines,2012,London,Weightlifting,Weightlifting Women's Lightweight,
Jos Daniel Daz Robertti,M,23.0,181.0,96.0,Venezuela,2012,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
Rodrigo Daz,M,33.0,187.0,78.0,Colombia,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
"Joseph Pedroza Diaz, Jr.",M,19.0,168.0,56.0,United States,2012,London,Boxing,Boxing Men's Bantamweight,
Genzebe Dibaba Keneni,F,21.0,168.0,52.0,Ethiopia,2012,London,Athletics,"Athletics Women's 1,500 metres",
Mare Dibaba Hurssa (-Ibrahimova-),F,22.0,156.0,45.0,Ethiopia,2012,London,Athletics,Athletics Women's Marathon,
Tirunesh Dibaba Keneni,F,27.0,166.0,50.0,Ethiopia,2012,London,Athletics,"Athletics Women's 5,000 metres",Bronze
Tirunesh Dibaba Keneni,F,27.0,166.0,50.0,Ethiopia,2012,London,Athletics,"Athletics Women's 10,000 metres",Gold
Andrew Adibo Dick,M,36.0,,84.0,Nigeria,2012,London,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",
Andrew Scott Dickens,M,27.0,195.0,83.0,Canada,2012,London,Swimming,Swimming Men's 100 metres Breaststroke,
Andrew Scott Dickens,M,27.0,195.0,83.0,Canada,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,
Andrew Scott Dickens,M,27.0,195.0,83.0,Canada,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
Arnie Bradley W. Dickins,M,20.0,170.0,60.0,Australia,2012,London,Judo,Judo Men's Extra-Lightweight,
Laurent Didier,M,28.0,189.0,69.0,Luxembourg,2012,London,Cycling,"Cycling Men's Road Race, Individual",
Oleksandr Ihorovych Didukh,M,30.0,190.0,82.0,Ukraine,2012,London,Table Tennis,Table Tennis Men's Singles,
Katja Dieckow,F,27.0,163.0,65.0,Germany,2012,London,Diving,Diving Women's Springboard,
Bineta Didhiou,F,26.0,155.0,57.0,Senegal,2012,London,Taekwondo,Taekwondo Women's Featherweight,
Hortence Didhiou,F,28.0,165.0,57.0,Senegal,2012,London,Judo,Judo Women's Lightweight,
Ifeoma Nnenna Dieke,F,31.0,165.0,63.0,Great Britain,2012,London,Football,Football Women's Football,
Nathalie Dielen,F,46.0,163.0,70.0,Switzerland,2012,London,Archery,Archery Women's Individual,
Heidi Diethelm Gerber,F,43.0,168.0,93.0,Switzerland,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",
Heidi Diethelm Gerber,F,43.0,168.0,93.0,Switzerland,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
Tina Dietze,F,24.0,172.0,68.0,Germany,2012,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Tina Dietze,F,24.0,172.0,68.0,Germany,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
Jennifer Digbeu (-Gadiou),F,25.0,190.0,82.0,France,2012,London,Basketball,Basketball Women's Basketball,Silver
Valiyaveetil Diju,M,31.0,188.0,,India,2012,London,Badminton,Badminton Mixed Doubles,
Yusuf Dike,M,39.0,180.0,80.0,Turkey,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",
Yusuf Dike,M,39.0,180.0,80.0,Turkey,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",
Askhat Rakhatovich Dilmukhamedov,M,25.0,176.0,74.0,Kazakhstan,2012,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
Stefanos Dimitriadis,M,22.0,189.0,82.0,Greece,2012,London,Swimming,Swimming Men's 100 metres Butterfly,
Stefanos Dimitriadis,M,22.0,189.0,82.0,Greece,2012,London,Swimming,Swimming Men's 200 metres Butterfly,
Dobromir Dimitrov Dimitrov,M,21.0,196.0,81.0,Bulgaria,2012,London,Volleyball,Volleyball Men's Volleyball,
Grigor Dimitrov Dimitrov,M,21.0,190.0,81.0,Bulgaria,2012,London,Tennis,Tennis Men's Singles,
Dionisis Dimou,M,27.0,180.0,76.0,Greece,2012,London,Sailing,Sailing Men's Skiff,
Didier Dominique Dinart,M,35.0,197.0,104.0,France,2012,London,Handball,Handball Men's Handball,Gold
Muller Dinda Kambambela,M,16.0,170.0,68.0,Gabon,2012,London,Football,Football Men's Football,
Ding Feng,M,25.0,175.0,80.0,China,2012,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
Ding Jinhui,M,22.0,204.0,100.0,China,2012,London,Basketball,Basketball Men's Basketball,
Ding Ning,F,22.0,171.0,63.0,China,2012,London,Table Tennis,Table Tennis Women's Singles,Silver
Ding Ning,F,22.0,171.0,63.0,China,2012,London,Table Tennis,Table Tennis Women's Team,Gold
Yohann Diniz,M,34.0,185.0,66.0,France,2012,London,Athletics,Athletics Men's 50 kilometres Walk,
Luciana Diniz-Knippling,F,41.0,175.0,55.0,Portugal,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
Loredana Dinu (Iordchioiu-),F,28.0,168.0,60.0,Romania,2012,London,Fencing,"Fencing Women's epee, Team",
"Ikechukwu Somtochukwu ""Ike"" Diogu",M,28.0,206.0,115.0,Nigeria,2012,London,Basketball,Basketball Men's Basketball,
Nuria Lidn Diosdado Garca,F,21.0,170.0,55.0,Mexico,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Carlien Clemens Dirkse van den Heuvel,F,25.0,170.0,56.0,Netherlands,2012,London,Hockey,Hockey Women's Hockey,Gold
Etenesh Diro Neda,F,21.0,168.0,49.0,Ethiopia,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",
Wiam Dislam,F,24.0,180.0,69.0,Morocco,2012,London,Taekwondo,Taekwondo Women's Heavyweight,
James Disney-May,M,19.0,192.0,78.0,Great Britain,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Constantina Di-Tomescu,F,42.0,160.0,48.0,Romania,2012,London,Athletics,Athletics Women's Marathon,
Anja Dittmer,F,36.0,168.0,56.0,Germany,2012,London,Triathlon,Triathlon Women's Olympic Distance,
Erica Dittmer Kane,F,20.0,180.0,68.0,Mexico,2012,London,Swimming,Swimming Women's 200 metres Individual Medley,
Nina Dittrich,F,21.0,174.0,58.0,Austria,2012,London,Swimming,Swimming Women's 800 metres Freestyle,
Diamond Brittany Dixon,F,20.0,168.0,51.0,United States,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Tervel Ivaylov Dlagnev,M,26.0,188.0,122.0,United States,2012,London,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
Amanda Sinegugu Dlamini,F,24.0,162.0,61.0,South Africa,2012,London,Football,Football Women's Football,
Denis Sergeyevich Dmitriyev,M,26.0,177.0,90.0,Russia,2012,London,Cycling,Cycling Men's Sprint,
Denis Sergeyevich Dmitriyev,M,26.0,177.0,90.0,Russia,2012,London,Cycling,Cycling Men's Team Sprint,
Darya Andreyevna Dmitriyeva,F,19.0,174.0,,Russia,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
Olena Mykolavna Dmytrash,F,20.0,173.0,51.0,Ukraine,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
Ruslan Hryhorovych Dmytrenko,M,26.0,180.0,67.0,Ukraine,2012,London,Athletics,Athletics Men's 20 kilometres Walk,
Tommaso D'Orsogna,M,21.0,190.0,84.0,Australia,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Tommaso D'Orsogna,M,21.0,190.0,84.0,Australia,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Lisa Jane Dobriskey (Soos-),F,28.0,171.0,56.0,Great Britain,2012,London,Athletics,"Athletics Women's 1,500 metres",
Rafa Dobrowolski,M,28.0,180.0,80.0,Poland,2012,London,Archery,Archery Men's Individual,
Nataliya Volodymyrivna Dobrynska,F,30.0,182.0,70.0,Ukraine,2012,London,Athletics,Athletics Women's Heptathlon,
Nika Dobud,M,26.0,199.0,118.0,Croatia,2012,London,Water Polo,Water Polo Men's Water Polo,Gold
Mathieu Doby,M,30.0,173.0,68.0,Belgium,2012,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",
Bevan John Docherty,M,35.0,185.0,71.0,New Zealand,2012,London,Triathlon,Triathlon Men's Olympic Distance,
"Alvaro Affonso ""Doda"" de Miranda Neto",M,39.0,186.0,86.0,Brazil,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",
"Alvaro Affonso ""Doda"" de Miranda Neto",M,39.0,186.0,86.0,Brazil,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Team",
Dalibor Doder,M,33.0,182.0,80.0,Sweden,2012,London,Handball,Handball Men's Handball,Silver
Ivan Dodig,M,27.0,183.0,83.0,Croatia,2012,London,Tennis,Tennis Men's Singles,
Ivan Dodig,M,27.0,183.0,83.0,Croatia,2012,London,Tennis,Tennis Men's Doubles,
Bahar Doan,F,37.0,155.0,48.0,Turkey,2012,London,Athletics,Athletics Women's Marathon,
Isaac Dogboe,M,17.0,167.0,56.0,Ghana,2012,London,Boxing,Boxing Men's Bantamweight,
Anna Aleksandre Dogonadze-Lilkendey,F,39.0,158.0,52.0,Germany,2012,London,Trampolining,Trampolining Women's Individual,
John-John Dohmen,M,24.0,174.0,69.0,Belgium,2012,London,Hockey,Hockey Men's Hockey,
Anna Doi,F,16.0,157.0,47.0,Japan,2012,London,Athletics,Athletics Women's 4 x 100 metres Relay,
Manami Doi,F,18.0,167.0,64.0,Japan,2012,London,Sailing,Sailing Women's One Person Dinghy,
Eleni Doika,F,16.0,168.0,49.0,Greece,2012,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
Dieudonne Dolassem,M,32.0,181.0,88.0,Cameroon,2012,London,Judo,Judo Men's Middleweight,
Mikhail Viktorovich Dolgolevets,M,22.0,185.0,81.0,Belarus,2012,London,Boxing,Boxing Men's Light-Heavyweight,
Yury Viktorovich Dolgopolov,M,42.0,171.0,80.0,Belarus,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",
Tiberiu Alexandru Dolniceanu,M,24.0,179.0,79.0,Romania,2012,London,Fencing,"Fencing Men's Sabre, Individual",
Tiberiu Alexandru Dolniceanu,M,24.0,179.0,79.0,Romania,2012,London,Fencing,"Fencing Men's Sabre, Team",Silver
Burcu Dolunay,F,28.0,174.0,63.0,Turkey,2012,London,Swimming,Swimming Women's 50 metres Freestyle,
Burcu Dolunay,F,28.0,174.0,63.0,Turkey,2012,London,Swimming,Swimming Women's 100 metres Freestyle,
Rudolf Dombi,M,25.0,180.0,79.0,Hungary,2012,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Afonso Manuel Costa Gaspar da Silva Domingos,M,42.0,174.0,83.0,Portugal,2012,London,Sailing,Sailing Men's Two Person Keelboat,
lvaro Domnguez Soto,M,23.0,185.0,81.0,Spain,2012,London,Football,Football Men's Football,
Marta Domnguez Azpeleta,F,36.0,163.0,52.0,Spain,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",
Yoslaine Domnguez Cedeo,F,26.0,,,Cuba,2012,London,Rowing,Rowing Women's Lightweight Double Sculls,
Yulieth Paola Domnguez Ochoa,F,18.0,164.0,54.0,Colombia,2012,London,Football,Football Women's Football,
Tamika Skye Domrow,F,22.0,165.0,56.0,Australia,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,
Jake Donaghey,M,17.0,180.0,76.0,Australia,2012,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",
Jake Donaghey,M,17.0,180.0,76.0,Australia,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",
Claire Christine Donahue,F,23.0,170.0,63.0,United States,2012,London,Swimming,Swimming Women's 100 metres Butterfly,
Claire Christine Donahue,F,23.0,170.0,63.0,United States,2012,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Fabrizio Donato,M,35.0,189.0,83.0,Italy,2012,London,Athletics,Athletics Men's Triple Jump,Bronze
Karin Donckers,F,41.0,168.0,57.0,Belgium,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
