Name,Sex,Age,Height,Weight,Team,Year,City,Sport,Event,Medal
Olga Sergeyevna Khudenko,F,20.0,178.0,78.0,Belarus,2012,London,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Alan Anatolyevich Khugayev,M,23.0,178.0,84.0,Russia,2012,London,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
Yekaterina Vasilyevna Khuraskina,F,22.0,165.0,53.0,Russia,2012,London,Modern Pentathlon,Modern Pentathlon Women's Individual,
Hripsime Khurshudyan,F,24.0,170.0,76.0,Armenia,2012,London,Weightlifting,Weightlifting Women's Super-Heavyweight,Bronze
Davit Khutsishvili,M,21.0,172.0,74.0,Georgia,2012,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",
Dmitry Grigoryevich Khvostov,M,22.0,190.0,78.0,Russia,2012,London,Basketball,Basketball Men's Basketball,Bronze
Yevhen Ihorovych Khytrov,M,23.0,179.0,75.0,Ukraine,2012,London,Boxing,Boxing Men's Middleweight,
Ki Bo-Bae,F,24.0,167.0,57.0,South Korea,2012,London,Archery,Archery Women's Individual,Gold
Ki Bo-Bae,F,24.0,167.0,57.0,South Korea,2012,London,Archery,Archery Women's Team,Gold
Lusa Kiala,F,30.0,174.0,62.0,Angola,2012,London,Handball,Handball Women's Handball,
Marcelina Ireny Kiala,F,32.0,178.0,70.0,Angola,2012,London,Handball,Handball Women's Handball,
Hilda Jepchumba Kibet,F,31.0,168.0,46.0,Netherlands,2012,London,Athletics,Athletics Women's Marathon,
Faith Chepngetich Kibiegon,F,18.0,157.0,43.0,Kenya,2012,London,Athletics,"Athletics Women's 1,500 metres",
Viola Chelagat Kibiwot,F,28.0,157.0,45.0,Kenya,2012,London,Athletics,"Athletics Women's 5,000 metres",
Yumi Kida,F,27.0,160.0,55.0,Japan,2012,London,Swimming,Swimming Women's 10 kilometres Open Water,
Werknesh Kidane,F,30.0,158.0,41.0,Ethiopia,2012,London,Athletics,"Athletics Women's 10,000 metres",
Selemani Salum Kidunda,M,28.0,180.0,69.0,Tanzania,2012,London,Boxing,Boxing Men's Welterweight,
Lee Kiefer,F,18.0,163.0,49.0,United States,2012,London,Fencing,"Fencing Women's Foil, Individual",
Lee Kiefer,F,18.0,163.0,49.0,United States,2012,London,Fencing,"Fencing Women's Foil, Team",
Kieng Samorn,M,29.0,170.0,60.0,Cambodia,2012,London,Athletics,Athletics Men's 800 metres,
Job Kienhuis,M,22.0,192.0,83.0,Netherlands,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
Joanne Marie Kiesanowski,F,33.0,169.0,56.0,New Zealand,2012,London,Cycling,Cycling Women's Omnium,
Anna Katarzyna Kiebasiska,F,22.0,170.0,59.0,Poland,2012,London,Athletics,Athletics Women's 200 metres,
Yonas Andebrhan Kifle,M,35.0,166.0,57.0,Eritrea,2012,London,Athletics,Athletics Men's Marathon,
Aleksandr Fyodorovich Kikinyov,M,32.0,176.0,74.0,Belarus,2012,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
Hideki Kikuchi,M,26.0,182.0,80.0,Japan,2012,London,Archery,Archery Men's Individual,
Hideki Kikuchi,M,26.0,182.0,80.0,Japan,2012,London,Archery,Archery Men's Team,
Adem Kl,M,26.0,185.0,72.0,Turkey,2012,London,Boxing,Boxing Men's Middleweight,
Grzegorz Kiljanek,M,27.0,178.0,75.0,Poland,2012,London,Canoeing,"Canoeing Men's Canadian Singles, Slalom",
Liam Peter Killeen,M,30.0,173.0,65.0,Great Britain,2012,London,Cycling,"Cycling Men's Mountainbike, Cross-Country",
Mary Killman,F,21.0,168.0,60.0,United States,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Kim Bo-Gyeong,M,22.0,178.0,73.0,South Korea,2012,London,Football,Football Men's Football,Bronze
Kim Bub-Min,M,21.0,187.0,96.0,South Korea,2012,London,Archery,Archery Men's Individual,
Kim Bub-Min,M,21.0,187.0,96.0,South Korea,2012,London,Archery,Archery Men's Team,Bronze
Kim Byeong-Hui,F,30.0,163.0,57.0,South Korea,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",
Kim Cha-Yeon,F,31.0,173.0,67.0,South Korea,2012,London,Handball,Handball Women's Handball,
Kim Chang-Su,M,26.0,177.0,70.0,South Korea,2012,London,Football,Football Men's Football,Bronze
Kim Chung-Sim,F,21.0,158.0,54.0,North Korea,2012,London,Football,Football Women's Football,
Kim Da-Rae,F,25.0,161.0,55.0,South Korea,2012,London,Hockey,Hockey Women's Hockey,
Kim Dae-Ung,M,24.0,169.0,65.0,South Korea,2012,London,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",
Kim Deok-Hyeon,M,26.0,180.0,71.0,South Korea,2012,London,Athletics,Athletics Men's Triple Jump,
Dmitry Kim,M,22.0,175.0,68.0,Uzbekistan,2012,London,Taekwondo,Taekwondo Men's Featherweight,
Kim Dong-Yeong,M,32.0,176.0,62.0,South Korea,2012,London,Athletics,Athletics Men's 50 kilometres Walk,
Kim Dong-Yong,M,21.0,189.0,91.0,South Korea,2012,London,Rowing,Rowing Men's Single Sculls,
Kim Ga-Eul,F,15.0,160.0,52.0,South Korea,2012,London,Swimming,Swimming Women's 400 metres Freestyle,
Kim Gi-Hui,M,23.0,186.0,77.0,South Korea,2012,London,Football,Football Men's Football,Bronze
Kim Gyeong-A,F,35.0,165.0,58.0,South Korea,2012,London,Table Tennis,Table Tennis Women's Singles,
Kim Gyeong-A,F,35.0,165.0,58.0,South Korea,2012,London,Table Tennis,Table Tennis Women's Team,
Kim Gyeong-Ae,F,22.0,162.0,55.0,South Korea,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",
Kim Gyeong-Ok,F,29.0,161.0,52.0,South Korea,2012,London,Judo,Judo Women's Half-Lightweight,
Kim Ha-Na,F,22.0,172.0,55.0,South Korea-1,2012,London,Badminton,Badminton Women's Doubles,
Kim Hae-Ran,F,28.0,168.0,57.0,South Korea,2012,London,Volleyball,Volleyball Women's Volleyball,
Kim Hak-Man,M,36.0,177.0,80.0,South Korea,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",
Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Team All-Around,
Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,
Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,
Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Rings,
Kim Hui-Hun ,M,20.0,160.0,46.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,
Kim Hui-Jin,F,21.0,185.0,78.0,South Korea,2012,London,Volleyball,Volleyball Women's Volleyball,
Kim Hwa-Seung,M,27.0,178.0,105.0,South Korea,2012,London,Weightlifting,Weightlifting Men's Heavyweight,
Kim Hye-Jin,F,18.0,167.0,62.0,South Korea,2012,London,Swimming,Swimming Women's 100 metres Breaststroke,
Kim Hye-Song,F,27.0,163.0,51.0,North Korea,2012,London,Boxing,Boxing Women's Flyweight,
Kim Hyeon-Seong,M,22.0,186.0,77.0,South Korea,2012,London,Football,Football Men's Football,Bronze
Kim Hyeon-Seop,M,27.0,175.0,53.0,South Korea,2012,London,Athletics,Athletics Men's 20 kilometres Walk,
Kim Hyeon-Wu,M,23.0,173.0,80.0,South Korea,2012,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
Kim Hyeong-Ju,F,27.0,158.0,48.0,South Korea,2012,London,Wrestling,"Wrestling Women's Flyweight, Freestyle",
Kim Hyok-Bong,M,26.0,171.0,65.0,North Korea,2012,London,Table Tennis,Table Tennis Men's Singles,
Kim Hyok-Bong,M,26.0,171.0,65.0,North Korea,2012,London,Table Tennis,Table Tennis Men's Team,
Kim Jae-Beom,M,27.0,180.0,78.0,South Korea,2012,London,Judo,Judo Men's Half-Middleweight,Gold
Kim Jan-Di,F,21.0,163.0,57.0,South Korea,2012,London,Judo,Judo Women's Lightweight,
Kim Jang-Mi,F,19.0,160.0,53.0,South Korea,2012,London,Shooting,"Shooting Women's Air Pistol, 10 metres",
Kim Jang-Mi,F,19.0,160.0,53.0,South Korea,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold
Kim Jeong-Hwan,M,28.0,178.0,66.0,South Korea,2012,London,Fencing,"Fencing Men's Sabre, Individual",
Kim Jeong-Hwan,M,28.0,178.0,66.0,South Korea,2012,London,Fencing,"Fencing Men's Sabre, Team",Gold
Kim Jeong-Sim,F,36.0,,,South Korea,2012,London,Handball,Handball Women's Handball,
Kim Ji-Hun,M,27.0,173.0,65.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Team All-Around,
Kim Ji-Hun,M,27.0,173.0,65.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,
Kim Ji-Hun,M,27.0,173.0,65.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,
Kim Ji-Hun,M,27.0,173.0,65.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,
Kim Ji-Yeon,F,24.0,165.0,56.0,South Korea,2012,London,Fencing,"Fencing Women's Sabre, Individual",Gold
Kim Jin-Cheol,M,22.0,165.0,55.0,South Korea,2012,London,Wrestling,"Wrestling Men's Featherweight, Freestyle",
Kim Jin-Hyeok,M,23.0,176.0,74.0,South Korea,2012,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",
Kim Jin-Ok,F,21.0,160.0,52.0,North Korea,2012,London,Diving,Diving Women's Platform,
Kim Jong,F,23.0,158.0,53.0,North Korea,2012,London,Table Tennis,Table Tennis Women's Singles,
Kim Jong,F,23.0,158.0,53.0,North Korea,2012,London,Table Tennis,Table Tennis Women's Team,
Kim Jong-Eun,F,26.0,167.0,58.0,South Korea,2012,London,Hockey,Hockey Women's Hockey,
Kim Jong-Hee,F,26.0,165.0,57.0,South Korea,2012,London,Hockey,Hockey Women's Hockey,
Kim Jong-Hyeon,M,27.0,170.0,73.0,South Korea,2012,London,Shooting,"Shooting Men's Air Rifle, 10 metres",
Kim Jong-Hyeon,M,27.0,170.0,73.0,South Korea,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
Kristina Aleksandrovna Kim,F,22.0,164.0,49.0,Russia,2012,London,Taekwondo,Taekwondo Women's Flyweight,
Kim Kum-Ok,F,23.0,161.0,48.0,North Korea,2012,London,Athletics,Athletics Women's Marathon,
Kim Kum-Sok,M,24.0,162.0,69.0,North Korea,2012,London,Weightlifting,Weightlifting Men's Lightweight,
Kim Kwang-Hyok,M,24.0,165.0,53.0,North Korea,2012,London,Athletics,Athletics Men's Marathon,
Kim Mi-Gyong,F,20.0,160.0,50.0,North Korea,2012,London,Athletics,Athletics Women's Marathon,
Kim Min-Jae,M,28.0,173.0,94.0,South Korea,2012,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,
Kim Min-Jeong,F,25.0,168.0,63.0,South Korea-2,2012,London,Badminton,Badminton Women's Doubles,
Kim Myeong-Sin,F,27.0,168.0,57.0,South Korea,2012,London,Rowing,Rowing Women's Lightweight Double Sculls,
Kim Myong-Gum,F,21.0,163.0,58.0,North Korea,2012,London,Football,Football Women's Football,
Kim Myong-Hyok,M,21.0,164.0,69.0,North Korea,2012,London,Weightlifting,Weightlifting Men's Lightweight,
Kim Na-Yeong,F,24.0,189.0,140.0,South Korea,2012,London,Judo,Judo Women's Heavyweight,
Kim Nam-Hui,F,18.0,163.0,52.0,North Korea,2012,London,Football,Football Women's Football,
Kim Ok-Ju,F,24.0,164.0,57.0,South Korea,2012,London,Hockey,Hockey Women's Hockey,
Kim On-A,F,23.0,169.0,62.0,South Korea,2012,London,Handball,Handball Women's Handball,
Kim Sa-Ni,F,31.0,177.0,65.0,South Korea,2012,London,Volleyball,Volleyball Women's Volleyball,
Kim Seo-Yeong,F,18.0,163.0,51.0,South Korea,2012,London,Swimming,Swimming Women's 400 metres Individual Medley,
Kim Seong-Eun,F,23.0,164.0,47.0,South Korea,2012,London,Athletics,Athletics Women's Marathon,
Kim Seong-Min,M,25.0,190.0,130.0,South Korea,2012,London,Judo,Judo Men's Heavyweight,
Kim Seung-Il,M,27.0,171.0,65.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Team All-Around,
Kim Seung-Il,M,27.0,171.0,65.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,
Kim Seung-Il,M,27.0,171.0,65.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,
Kim Seung-Il,M,27.0,171.0,65.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Rings,
Kim Seung-Il,M,27.0,171.0,65.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,
Kim Sol-Ji,F,22.0,168.0,57.0,South Korea,2012,London,Rowing,Rowing Women's Lightweight Double Sculls,
Kim Song-Hui,F,25.0,160.0,55.0,North Korea,2012,London,Football,Football Women's Football,
Kim Song-Nam,M,19.0,166.0,63.0,North Korea,2012,London,Table Tennis,Table Tennis Men's Singles,
Kim Song-Nam,M,19.0,166.0,63.0,North Korea,2012,London,Table Tennis,Table Tennis Men's Team,
Kim Su-Gyong,F,17.0,158.0,55.0,North Korea,2012,London,Football,Football Women's Football,
Kim Su-Ji,F,14.0,149.0,44.0,South Korea,2012,London,Diving,Diving Women's Platform,
Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Individual All-Around,
Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Team All-Around,
Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Floor Exercise,
Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Horse Vault,
Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Parallel Bars,
Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Horizontal Bar,
Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Rings,
Kim Su-Myeon,M,25.0,165.0,57.0,South Korea,2012,London,Gymnastics,Gymnastics Men's Pommelled Horse,
Kim Un-Guk,M,23.0,158.0,62.0,North Korea,2012,London,Weightlifting,Weightlifting Men's Featherweight,Gold
Kim Un-Hyang,F,20.0,159.0,51.0,North Korea,2012,London,Diving,Diving Women's Platform,
Kim Un-Hyang,F,18.0,168.0,61.0,North Korea,2012,London,Football,Football Women's Football,
Kim Ye-Ji,F,17.0,174.0,72.0,South Korea,2012,London,Rowing,Rowing Women's Single Sculls,
Kim Yeon-Gyeong,F,24.0,192.0,73.0,South Korea,2012,London,Volleyball,Volleyball Women's Volleyball,
Kim Yeong-Gwon,M,22.0,187.0,74.0,South Korea,2012,London,Football,Football Men's Football,Bronze
Kim Yeong-Jin,M,27.0,177.0,68.0,South Korea,2012,London,Hockey,Hockey Men's Hockey,
Kim Yeong-Ran,F,26.0,167.0,63.0,South Korea,2012,London,Hockey,Hockey Women's Hockey,
Kim Yu-Seok,M,30.0,191.0,84.0,South Korea,2012,London,Athletics,Athletics Men's Pole Vault,
Lucia Mwahiki Kimani-Mareti,F,32.0,166.0,48.0,Bosnia and Herzegovina,2012,London,Athletics,Athletics Women's Marathon,
Devilert Arsene Kimbembe,M,27.0,171.0,61.0,Congo (Brazzaville),2012,London,Athletics,Athletics Men's 100 metres,
"David Pretrell ""Trell"" Kimmons",M,27.0,173.0,77.0,United States,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,
Ayako Kimura,F,24.0,168.0,52.0,Japan,2012,London,Athletics,Athletics Women's 100 metres Hurdles,
Saori Kimura,F,25.0,185.0,65.0,Japan,2012,London,Volleyball,Volleyball Women's Volleyball,Bronze
Justinas Kinderis,M,25.0,184.0,82.0,Lithuania,2012,London,Modern Pentathlon,Modern Pentathlon Men's Individual,
Ingo Kindervater,M,33.0,182.0,90.0,Germany,2012,London,Badminton,Badminton Men's Doubles,
Iryna Mykolavna Kindzerska,F,21.0,180.0,125.0,Ukraine,2012,London,Judo,Judo Women's Heavyweight,
Arantxa King,F,22.0,178.0,64.0,Bermuda,2012,London,Athletics,Athletics Women's Long Jump,
"Danielle ""Dani"" King (-Rowe)",F,21.0,175.0,62.0,Great Britain,2012,London,Cycling,Cycling Women's Team Pursuit,Gold
"Dominick Steven ""Dom"" King",M,29.0,178.0,69.0,Great Britain,2012,London,Athletics,Athletics Men's 50 kilometres Walk,
Savannah King,F,20.0,178.0,67.0,Canada,2012,London,Swimming,Swimming Women's 400 metres Freestyle,
Savannah King,F,20.0,178.0,67.0,Canada,2012,London,Swimming,Swimming Women's 800 metres Freestyle,
Sean King,M,23.0,193.0,91.0,Great Britain,2012,London,Water Polo,Water Polo Men's Water Polo,
Yukari Kinga,F,28.0,161.0,52.0,Japan,2012,London,Football,Football Women's Football,Silver
Nienke Kingma,F,30.0,182.0,75.0,Netherlands,2012,London,Rowing,Rowing Women's Coxed Eights,Bronze
Jarkko Juhani Kinnunen,M,28.0,188.0,69.0,Finland,2012,London,Athletics,Athletics Men's 50 kilometres Walk,
Craig Kinsley,M,23.0,185.0,88.0,United States,2012,London,Athletics,Athletics Men's Javelin Throw,
Benjamin Kiplagat,M,23.0,186.0,65.0,Uganda,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Edna Ngeringwony Kiplagat,F,32.0,162.0,50.0,Kenya,2012,London,Athletics,Athletics Women's Marathon,
Lornah Jebiwot Kiplagat,F,38.0,167.0,49.0,Netherlands,2012,London,Athletics,Athletics Women's Marathon,
Silas Kiplagat,M,22.0,170.0,56.0,Kenya,2012,London,Athletics,"Athletics Men's 1,500 metres",
Abraham Kiplimo,M,23.0,165.0,52.0,Uganda,2012,London,Athletics,"Athletics Men's 5,000 metres",
Shalaya Kipp,F,21.0,170.0,58.0,United States,2012,London,Athletics,"Athletics Women's 3,000 metres Steeplechase",
Asbel Kipruto Kiprop,M,23.0,190.0,63.0,Kenya,2012,London,Athletics,"Athletics Men's 1,500 metres",
Wilson Kiprop,M,25.0,172.0,62.0,Kenya,2012,London,Athletics,"Athletics Men's 10,000 metres",
Abraham Kiprotich,M,26.0,177.0,62.0,France,2012,London,Athletics,Athletics Men's Marathon,
Stephen Kiprotich,M,23.0,172.0,56.0,Uganda,2012,London,Athletics,Athletics Men's Marathon,Gold
Wilson Kipsang Kiprotich,M,30.0,182.0,62.0,Kenya,2012,London,Athletics,Athletics Men's Marathon,Bronze
Brimin Kiprop (Firmin-) Kipruto,M,26.0,175.0,55.0,Kenya,2012,London,Athletics,"Athletics Men's 3,000 metres Steeplechase",
Moses Ndiema Kipsiro,M,25.0,175.0,59.0,Uganda,2012,London,Athletics,"Athletics Men's 5,000 metres",
Moses Ndiema Kipsiro,M,25.0,175.0,59.0,Uganda,2012,London,Athletics,"Athletics Men's 10,000 metres",
Sally Jepkosgei Kipyego,F,26.0,157.0,40.0,Kenya,2012,London,Athletics,"Athletics Women's 5,000 metres",
Sally Jepkosgei Kipyego,F,26.0,157.0,40.0,Kenya,2012,London,Athletics,"Athletics Women's 10,000 metres",Silver
mm Kiraz,F,29.0,162.0,48.0,Turkey,2012,London,Athletics,Athletics Women's Marathon,
Miroslav Iliev Kirchev,M,22.0,186.0,78.0,Bulgaria,2012,London,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
Gzde Krdar Sonsrma,F,27.0,183.0,70.0,Turkey,2012,London,Volleyball,Volleyball Women's Volleyball,
zge Krdar emberci,F,27.0,183.0,70.0,Turkey,2012,London,Volleyball,Volleyball Women's Volleyball,
Sergey Aleksandrovich Kirdyapkin,M,32.0,178.0,66.0,Russia,2012,London,Athletics,Athletics Men's 50 kilometres Walk,Gold
Anisya Byasyrovna Kirdyapkina (Kornikova-),F,22.0,164.0,47.0,Russia,2012,London,Athletics,Athletics Women's 20 kilometres Walk,
Andrey Gennadyevich Kirilenko,M,31.0,208.0,98.0,Russia,2012,London,Basketball,Basketball Men's Basketball,Bronze
Mariya Yuryevna Kirilenko,F,25.0,174.0,60.0,Russia,2012,London,Tennis,Tennis Women's Singles,
Mariya Yuryevna Kirilenko,F,25.0,174.0,60.0,Russia-1,2012,London,Tennis,Tennis Women's Doubles,Bronze
Vasily Vasilyevich Kiriyenko,M,31.0,182.0,75.0,Belarus,2012,London,Cycling,"Cycling Men's Road Race, Individual",
Vasily Vasilyevich Kiriyenko,M,31.0,182.0,75.0,Belarus,2012,London,Cycling,Cycling Men's Individual Time Trial,
Peter Kirkbride,M,24.0,189.0,94.0,Great Britain,2012,London,Weightlifting,Weightlifting Men's Middle-Heavyweight,
Brian Kirkham,M,26.0,183.0,84.0,Australia,2012,London,Cycling,Cycling Men's BMX,
Glenn Charles W. Kirkham,M,29.0,176.0,82.0,Great Britain,2012,London,Hockey,Hockey Men's Hockey,
Jesse Kirkland,M,24.0,,,Bermuda,2012,London,Sailing,Sailing Men's Skiff,
"Alexander ""Zander"" Kirkland",M,29.0,,,Bermuda,2012,London,Sailing,Sailing Men's Skiff,
Dmytro Kostiantynovych Kirpulianskiy,M,27.0,192.0,75.0,Ukraine,2012,London,Modern Pentathlon,Modern Pentathlon Men's Individual,
Abel Kirui,M,30.0,177.0,62.0,Kenya,2012,London,Athletics,Athletics Men's Marathon,Silver
Gerg Kis,M,24.0,184.0,81.0,Hungary,2012,London,Swimming,Swimming Men's 400 metres Freestyle,
Gerg Kis,M,24.0,184.0,81.0,Hungary,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle",
Gerg Kis,M,24.0,184.0,81.0,Hungary,2012,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
Gerg Kis,M,24.0,184.0,81.0,Hungary,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
Ayano Kishi,F,19.0,154.0,48.0,Japan,2012,London,Trampolining,Trampolining Women's Individual,
Seiya Kishikawa,M,25.0,168.0,68.0,Japan,2012,London,Table Tennis,Table Tennis Men's Singles,
Seiya Kishikawa,M,25.0,168.0,68.0,Japan,2012,London,Table Tennis,Table Tennis Men's Team,
Takayuki Kishimoto,M,22.0,170.0,60.0,Japan,2012,London,Athletics,Athletics Men's 400 metres Hurdles,
Alphas Leken Kishoyian,M,17.0,167.0,59.0,Kenya,2012,London,Athletics,Athletics Men's 4 x 400 metres Relay,
Rachid Kisri,M,36.0,179.0,60.0,Morocco,2012,London,Athletics,Athletics Men's Marathon,
Dniel Kiss,M,30.0,196.0,95.0,Hungary,2012,London,Athletics,Athletics Men's 110 metres Hurdles,
"Gergely ""Gerg"" Kiss",M,34.0,198.0,112.0,Hungary,2012,London,Water Polo,Water Polo Men's Water Polo,
Szofi Kiss,F,17.0,172.0,52.0,Hungary,2012,London,Synchronized Swimming,Synchronized Swimming Women's Duet,
Hanna Anna Kisteleki,F,21.0,172.0,63.0,Hungary,2012,London,Water Polo,Water Polo Women's Water Polo,
Felipe Eidji Kitadai,M,22.0,164.0,60.0,Brazil,2012,London,Judo,Judo Men's Extra-Lightweight,Bronze
Kosuke Kitajima,M,29.0,178.0,73.0,Japan,2012,London,Swimming,Swimming Men's 100 metres Breaststroke,
Kosuke Kitajima,M,29.0,178.0,73.0,Japan,2012,London,Swimming,Swimming Men's 200 metres Breaststroke,
Kosuke Kitajima,M,29.0,178.0,73.0,Japan,2012,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
Shinobu Kitamoto,F,35.0,163.0,61.0,Japan,2012,London,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",
Shinobu Kitamoto,F,35.0,163.0,61.0,Japan,2012,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",
"George Washington Kitchens, Jr.",M,29.0,178.0,73.0,United States,2012,London,Athletics,Athletics Men's Long Jump,
Patrik Alexander Kittel,M,36.0,186.0,79.0,Sweden,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Individual",
Patrik Alexander Kittel,M,36.0,186.0,79.0,Sweden,2012,London,Equestrianism,"Equestrianism Mixed Dressage, Team",
Timothy Kitum,M,17.0,172.0,60.0,Kenya,2012,London,Athletics,Athletics Men's 800 metres,Bronze
Yelena Nikolayevna Kiyevich,F,24.0,165.0,60.0,Belarus,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,
Hiroshi Kiyotake,M,22.0,172.0,,Japan,2012,London,Football,Football Men's Football,
Ryoko Kizaki,F,27.0,157.0,43.0,Japan,2012,London,Athletics,Athletics Women's Marathon,
Anna Elisabeth Kjellberg (-stling),F,28.0,172.0,62.0,Sweden,2012,London,Sailing,Sailing Women's Three Person Keelboat,
Kathrin Klaas,F,28.0,168.0,72.0,Germany,2012,London,Athletics,Athletics Women's Hammer Throw,
Jozef Franciscus Hendrikus Klaassen,M,29.0,199.0,96.0,Netherlands,2012,London,Rowing,Rowing Men's Coxed Eights,
Paula Klamburg Roque,F,22.0,171.0,,Spain,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
Rachel Shamiso Klamer,F,21.0,166.0,51.0,Netherlands,2012,London,Triathlon,Triathlon Women's Olympic Distance,
Maty Klang,M,21.0,187.0,93.0,Czech Republic,2012,London,Rowing,Rowing Men's Coxless Fours,
Hana Klapalov,F,30.0,183.0,76.0,Czech Republic-2,2012,London,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
Gauthier Klauss,M,24.0,171.0,65.0,France,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",
Frithjof Kleen,M,29.0,189.0,110.0,Germany,2012,London,Sailing,Sailing Men's Two Person Keelboat,
Benjamin Philip Kleibrink,M,26.0,174.0,65.0,Germany,2012,London,Fencing,"Fencing Men's Foil, Individual",
Benjamin Philip Kleibrink,M,26.0,174.0,65.0,Germany,2012,London,Fencing,"Fencing Men's Foil, Team",Bronze
Sascha Klein,M,26.0,173.0,71.0,Germany,2012,London,Diving,Diving Men's Platform,
Sascha Klein,M,26.0,173.0,71.0,Germany,2012,London,Diving,Diving Men's Synchronized Platform,
Teresa Kleindienst-Gabriele,F,32.0,165.0,61.0,Canada,2012,London,Basketball,Basketball Women's Basketball,
Nadine Kleinert-Schmitt,F,36.0,190.0,90.0,Germany,2012,London,Athletics,Athletics Women's Shot Put,
Linas Kleiza,M,27.0,203.0,108.0,Lithuania,2012,London,Basketball,Basketball Men's Basketball,
Aleksandra Jadwiga Klejnowska-Krzywaska,F,29.0,156.0,53.0,Poland,2012,London,Weightlifting,Weightlifting Women's Featherweight,
Meindert Gerrit Klem,M,24.0,196.0,92.0,Netherlands,2012,London,Rowing,Rowing Men's Coxless Pairs,
Blaa Klemeni,F,32.0,172.0,56.0,Slovenia,2012,London,Cycling,"Cycling Women's Mountainbike, Cross-Country",
Andreja Klepa,F,26.0,175.0,71.0,Slovenia,2012,London,Tennis,Tennis Women's Doubles,
Valentyn Andriyovych Kletskoy,M,27.0,193.0,95.0,Ukraine,2012,London,Rowing,Rowing Men's Coxed Eights,
Gideon Kliger,M,32.0,170.0,60.0,Israel,2012,London,Sailing,Sailing Men's Two Person Dinghy,
Jarmila Klimeov,F,31.0,173.0,77.0,Czech Republic,2012,London,Athletics,Athletics Women's Javelin Throw,
Ingrid Klimke (-Busacker),F,44.0,172.0,58.0,Germany,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
