Name,Sex,Age,Height,Weight,Year,Season,City,Sport,Medal
Renjith Maheshwary,M,22.0,184.0,79.0,2008,Summer,Beijing,Athletics,
Renjith Maheshwary,M,26.0,184.0,79.0,2012,Summer,London,Athletics,
Renjith Maheshwary,M,30.0,184.0,79.0,2016,Summer,Rio de Janeiro,Athletics,
Laxmirani Majhi,F,27.0,161.0,56.0,2016,Summer,Rio de Janeiro,Archery,
Laxmirani Majhi,F,27.0,161.0,56.0,2016,Summer,Rio de Janeiro,Archery,
Manisha Malhotra,F,23.0,171.63860830527497,67.75776754890678,2000,Summer,Sydney,Tennis,
Monika Malik,F,22.0,162.0,51.0,2016,Summer,Rio de Janeiro,Hockey,
Nalin Chandra Malik,M,25.547694753577108,170.0,67.75776754890678,1932,Summer,Los Angeles,Swimming,
Nalin Chandra Malik,M,25.547694753577108,170.0,67.75776754890678,1932,Summer,Los Angeles,Swimming,
Sakshi Malik,F,23.0,162.0,58.0,2016,Summer,Rio de Janeiro,Wrestling,Bronze
Manikyalu Malla Venkata,M,26.0,152.0,52.0,1984,Summer,Los Angeles,Weightlifting,
Karnam Malleswari,F,25.0,163.0,60.0,2000,Summer,Sydney,Weightlifting,Bronze
Karnam Malleswari,F,29.0,163.0,60.0,2004,Summer,Athina,Weightlifting,
Maruti Mane,M,26.0,175.0,97.0,1964,Summer,Tokyo,Wrestling,
Maruti Mane,M,26.0,175.0,97.0,1964,Summer,Tokyo,Wrestling,
Somaya Muttana Maneypandey,M,21.0,179.0,69.0,1980,Summer,Moskva,Hockey,Gold
Somaya Muttana Maneypandey,M,25.0,179.0,69.0,1984,Summer,Los Angeles,Hockey,
Somaya Muttana Maneypandey,M,29.0,179.0,69.0,1988,Summer,Seoul,Hockey,
Keshav D. Mangave,M,26.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Wrestling,
"Sailendra Nath ""Sailen"" Manna",M,23.0,171.63860830527497,67.75776754890678,1948,Summer,London,Football,
"Sailendra Nath ""Sailen"" Manna",M,27.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Football,
Ganapathy Manoharan,M,25.547694753577108,166.0,55.0,1980,Summer,Moskva,Boxing,
George Eric McCarthy Marthins,M,22.0,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Hockey,Gold
Adkar Maruti,M,22.0,155.0,48.0,1972,Summer,Munich,Wrestling,
Mirza Nasir-ud-Din Masood,M,30.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Hockey,Gold
Surat Singh Mathur,M,21.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Athletics,
Sakti M. Mazumdar,M,20.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Boxing,
Shyam Lal Meena,M,23.0,165.0,62.0,1988,Summer,Seoul,Archery,
Shyam Lal Meena,M,23.0,165.0,62.0,1988,Summer,Seoul,Archery,
Ram Mehar,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Athletics,
Raj Kumar Mehra,M,30.0,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
Raj Kumar Mehra,M,30.0,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
Raj Kumar Mehra,M,34.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Cycling,
Raj Kumar Mehra,M,34.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Cycling,
Raj Kumar Mehra,M,34.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Cycling,
Kamlesh Navinchandra Mehta,M,28.0,171.63860830527497,67.75776754890678,1988,Summer,Seoul,Table Tennis,
Kamlesh Navinchandra Mehta,M,28.0,171.63860830527497,67.75776754890678,1988,Summer,Seoul,Table Tennis,
Kamlesh Navinchandra Mehta,M,32.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Table Tennis,
Kamlesh Navinchandra Mehta,M,32.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Table Tennis,
Sangita Mehta,F,25.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Judo,
Nghlhav Mehtabs Singh,M,23.0,174.0,79.0,1972,Summer,Munich,Boxing,
Jude Menezes,M,29.0,172.0,75.0,2000,Summer,Sydney,Hockey,
Sahu Mewalal,M,22.0,171.63860830527497,67.75776754890678,1948,Summer,London,Football,
Cyril James Michie,M,35.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Hockey,Gold
Nisha Millet,F,18.0,164.0,58.0,2000,Summer,Sydney,Swimming,
Masude Ali Khan Minhas,M,25.547694753577108,178.0,67.75776754890678,1932,Summer,Los Angeles,Hockey,Gold
Lilima Minz,F,22.0,158.0,52.0,2016,Summer,Rio de Janeiro,Hockey,
Chanu Saikhom Mirabai,F,21.0,145.0,48.0,2016,Summer,Rio de Janeiro,Weightlifting,
Sania Mirza,F,21.0,173.0,57.0,2008,Summer,Beijing,Tennis,
Sania Mirza,F,21.0,173.0,57.0,2008,Summer,Beijing,Tennis,
Sania Mirza,F,25.0,173.0,57.0,2012,Summer,London,Tennis,
Sania Mirza,F,25.0,173.0,57.0,2012,Summer,London,Tennis,
Sania Mirza,F,29.0,173.0,57.0,2016,Summer,Rio de Janeiro,Tennis,
Sania Mirza,F,29.0,173.0,57.0,2016,Summer,Rio de Janeiro,Tennis,
Eruch Mistry,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
Eruch Mistry,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
Rachita Mistry (Panda-),F,26.0,164.0,55.0,2000,Summer,Sydney,Athletics,
Dilip Mitra,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Swimming,
Prahtip Mitra,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Swimming,
Tehmasp Rustom Mogul,M,34.0,173.0,64.0,1972,Summer,Munich,Sailing,
Taj Mohammed,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Football,
Sayed Khaja Moinuddin,M,25.547694753577108,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Football,
Ganesh Mollerapoovayya,M,26.0,172.0,66.0,1972,Summer,Munich,Hockey,Bronze
Anil Kumar Mondal,M,21.0,157.0,52.0,1972,Summer,Munich,Weightlifting,
Anil Kumar Mondal,M,24.0,157.0,52.0,1976,Summer,Montreal,Weightlifting,
Darshan Mondal,M,24.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Darshan Mondal,M,24.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Darshan Mondal,M,24.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Darshan Mondal,M,24.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Darshan Mondal,M,24.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Darshan Mondal,M,24.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Darshan Mondal,M,24.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Darshan Mondal,M,24.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Isaac Monsoor,M,19.0,171.63860830527497,67.75776754890678,1948,Summer,London,Water Polo,
Isaac Monsoor,M,19.0,171.63860830527497,67.75776754890678,1948,Summer,London,Swimming,
Isaac Monsoor,M,23.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Water Polo,
Isaac Monsoor,M,23.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Swimming,
Valli Asari Mookan,M,25.547694753577108,171.63860830527497,55.0,1956,Summer,Melbourne,Weightlifting,
Jagmal More,M,20.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Jagmal More,M,20.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Jagmal More,M,20.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Jagmal More,M,20.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Jagmal More,M,20.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Jagmal More,M,20.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Jagmal More,M,20.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Jagmal More,M,20.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Riaz Nabi Muhammad,M,24.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Hockey,
Riaz Nabi Muhammad,M,28.0,171.63860830527497,67.75776754890678,2000,Summer,Sydney,Hockey,
Danish Mujtaba,M,23.0,168.0,66.0,2012,Summer,London,Hockey,
Danish Mujtaba,M,27.0,168.0,66.0,2016,Summer,Rio de Janeiro,Hockey,
"Rustom ""Rusi"" Mulla Feroze",M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
Prafulla Mullick,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Swimming,
Rekha Mundphan (-Bhide),F,24.0,152.0,67.75776754890678,1980,Summer,Moskva,Hockey,
Tamil Selwan Muniswamy,M,25.0,158.0,56.0,1980,Summer,Moskva,Weightlifting,
Dwarkadas Murarji,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Water Polo,
J. Murphy,M,25.547694753577108,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Athletics,
Thandava Murthy Muthu,M,25.0,157.0,56.0,2000,Summer,Sydney,Weightlifting,
Gurunathan Muthuswamy,M,25.0,160.0,54.0,1988,Summer,Seoul,Weightlifting,
Sivaraj Naalamuthu Pillai,M,24.0,171.63860830527497,59.0,1992,Summer,Barcelona,Weightlifting,
Jehangir J. Naegamwalla,M,25.547694753577108,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Water Polo,
"Sachindra ""Sachin"" Nag",M,28.0,171.63860830527497,67.75776754890678,1948,Summer,London,Water Polo,
"Sachindra ""Sachin"" Nag",M,28.0,171.63860830527497,67.75776754890678,1948,Summer,London,Swimming,
"Sachindra ""Sachin"" Nag",M,32.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Water Polo,
Amarnath Nagarajan,M,26.0,182.0,73.0,1980,Summer,Moskva,Basketball,
Jamyang Namgial,M,24.0,170.0,71.0,2010,Winter,Vancouver,Alpine Skiing,
Srabani Nanda,F,25.0,164.0,54.0,2016,Summer,Rio de Janeiro,Athletics,
Mukesh Kumar Nandanoori,M,22.0,175.0,64.0,1992,Summer,Barcelona,Hockey,
Mukesh Kumar Nandanoori,M,26.0,175.0,64.0,1996,Summer,Atlanta,Hockey,
Mukesh Kumar Nandanoori,M,30.0,175.0,64.0,2000,Summer,Sydney,Hockey,
Nikhil Kumar Nandy,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Football,
Prakash Nanjappa,M,40.0,175.0,85.0,2016,Summer,Rio de Janeiro,Shooting,
Gagan Narang,M,21.0,180.0,115.0,2004,Summer,Athina,Shooting,
Gagan Narang,M,25.0,180.0,115.0,2008,Summer,Beijing,Shooting,
Gagan Narang,M,25.0,180.0,115.0,2008,Summer,Beijing,Shooting,
Gagan Narang,M,25.0,180.0,115.0,2008,Summer,Beijing,Shooting,
Gagan Narang,M,29.0,180.0,115.0,2012,Summer,London,Shooting,Bronze
Gagan Narang,M,29.0,180.0,115.0,2012,Summer,London,Shooting,
Gagan Narang,M,29.0,180.0,115.0,2012,Summer,London,Shooting,
Gagan Narang,M,33.0,180.0,115.0,2016,Summer,Rio de Janeiro,Shooting,
Gagan Narang,M,33.0,180.0,115.0,2016,Summer,Rio de Janeiro,Shooting,
Gagan Narang,M,33.0,180.0,115.0,2016,Summer,Rio de Janeiro,Shooting,
Shankar Subramaniam Narayan,M,22.0,185.0,69.0,1956,Summer,Melbourne,Football,
Chander Narayanan,M,25.0,162.0,51.0,1972,Summer,Munich,Boxing,
Prem Nath,M,17.0,160.0,57.0,1972,Summer,Munich,Wrestling,
Kumar T. Navale,M,25.547694753577108,171.63860830527497,67.75776754890678,1920,Summer,Antwerpen,Wrestling,
V. R. Dinesh Nayak,M,25.0,172.0,74.0,2000,Summer,Sydney,Hockey,
Ravi Nayakar,M,21.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Hockey,
Dolly Rustom Nazir,F,25.547694753577108,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Swimming,
Dolly Rustom Nazir,F,25.547694753577108,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Swimming,
Saina Nehwal,F,18.0,167.0,65.0,2008,Summer,Beijing,Badminton,
Saina Nehwal,F,22.0,167.0,65.0,2012,Summer,London,Badminton,Bronze
Saina Nehwal,F,26.0,167.0,65.0,2016,Summer,Rio de Janeiro,Badminton,
Eliza Nelson (Mendonca-),F,23.0,160.0,67.75776754890678,1980,Summer,Moskva,Hockey,
Soniya Chanu Ngangbam,F,32.0,149.0,48.0,2012,Summer,London,Weightlifting,
"Baburao Narasappa ""Baboo"" Nimal",M,28.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Hockey,Gold
Rohinton Noble,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
Rohinton Noble,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
N. Muhammad Noor,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Football,
"Richard Alexander ""Rex"" Norris",M,28.0,171.63860830527497,67.75776754890678,1928,Summer,Amsterdam,Hockey,Gold
"Ronald ""Ron"" Norris",M,19.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Boxing,
John O. H. Nuttall,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Boxing,
Leander Adrian Paes,M,19.0,178.0,77.0,1992,Summer,Barcelona,Tennis,
Leander Adrian Paes,M,19.0,178.0,77.0,1992,Summer,Barcelona,Tennis,
Leander Adrian Paes,M,23.0,178.0,77.0,1996,Summer,Atlanta,Tennis,Bronze
Leander Adrian Paes,M,23.0,178.0,77.0,1996,Summer,Atlanta,Tennis,
Leander Adrian Paes,M,27.0,178.0,77.0,2000,Summer,Sydney,Tennis,
Leander Adrian Paes,M,27.0,178.0,77.0,2000,Summer,Sydney,Tennis,
Leander Adrian Paes,M,31.0,178.0,77.0,2004,Summer,Athina,Tennis,
Leander Adrian Paes,M,35.0,178.0,77.0,2008,Summer,Beijing,Tennis,
Leander Adrian Paes,M,39.0,178.0,77.0,2012,Summer,London,Tennis,
Leander Adrian Paes,M,39.0,178.0,77.0,2012,Summer,London,Tennis,
Leander Adrian Paes,M,43.0,178.0,77.0,2016,Summer,Rio de Janeiro,Tennis,
Amrit Pal,M,25.0,178.0,67.0,1964,Summer,Tokyo,Athletics,
Amrit Pal,M,25.0,178.0,67.0,1964,Summer,Tokyo,Athletics,
Krishna Chandra Pal,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Football,
Paulose Pandari Kunnel,M,27.0,185.0,78.0,2004,Summer,Athina,Rowing,
Lakhshmi Kant Pandey,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Wrestling,
Tarashkeswar Pandey,M,25.547694753577108,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Wrestling,
Varalakshimi Pandimukkala Venkata,F,21.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Badminton,
Ramchandra Balaram Parab,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Football,
Sumeet Patel,M,43.0,171.0,62.0,2004,Summer,Athina,Sailing,
Bandu Patil,M,28.0,160.0,61.0,1964,Summer,Tokyo,Hockey,Gold
Bandu Patil,M,22.0,171.63860830527497,63.0,1964,Summer,Tokyo,Wrestling,
Bandu Patil,M,22.0,171.63860830527497,63.0,1964,Summer,Tokyo,Wrestling,
M. R. Patil,M,24.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Wrestling,
Mark Philip Patterson,M,19.0,164.0,66.0,1988,Summer,Seoul,Hockey,
Ayonika Paul,F,23.0,174.0,74.0,2016,Summer,Rio de Janeiro,Shooting,
Govind Perumal,M,26.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Hockey,Gold
Govind Perumal,M,31.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Hockey,Gold
Krishnamurty Perumal,M,21.0,174.0,78.0,1968,Summer,Mexico City,Hockey,Bronze
Krishnamurty Perumal,M,24.0,174.0,78.0,1972,Summer,Munich,Hockey,Bronze
"Victor John ""V. J."" Peter",M,23.0,165.0,59.0,1960,Summer,Roma,Hockey,Silver
"Victor John ""V. J."" Peter",M,27.0,165.0,59.0,1964,Summer,Tokyo,Hockey,Gold
"Victor John ""V. J."" Peter",M,31.0,165.0,59.0,1968,Summer,Mexico City,Hockey,Bronze
Jincy Phillip,F,23.0,173.0,58.0,2000,Summer,Sydney,Athletics,
"Joseph ""Joe"" Phillips",M,25.0,171.63860830527497,67.75776754890678,1936,Summer,Berlin,Hockey,Gold
"Vadivelu ""V. J."" Phillips",M,25.0,170.0,59.0,1976,Summer,Montreal,Hockey,
Geeta Phogat,F,23.0,153.0,62.0,2012,Summer,London,Wrestling,
Vinesh Phogat,F,21.0,165.0,56.0,2016,Summer,Rio de Janeiro,Wrestling,
Rajasekaran Pichaya,M,23.0,167.0,57.0,1964,Summer,Tokyo,Athletics,
Dhanraj Pillay,M,24.0,170.0,68.0,1992,Summer,Barcelona,Hockey,
Dhanraj Pillay,M,28.0,170.0,68.0,1996,Summer,Atlanta,Hockey,
Dhanraj Pillay,M,32.0,170.0,68.0,2000,Summer,Sydney,Hockey,
Dhanraj Pillay,M,36.0,170.0,68.0,2004,Summer,Athina,Hockey,
Vikram Vishnu Pillay,M,22.0,162.0,72.0,2004,Summer,Athina,Hockey,
Manoj Dattatray Pingale,M,20.0,165.0,51.0,1988,Summer,Seoul,Boxing,
Broome Eric Pinniger,M,25.0,180.0,67.75776754890678,1928,Summer,Amsterdam,Hockey,Gold
Broome Eric Pinniger,M,29.0,180.0,67.75776754890678,1932,Summer,Los Angeles,Hockey,Gold
"Lavinho Thomas ""Lavy"" Pinto",M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Athletics,
"Lavinho Thomas ""Lavy"" Pinto",M,22.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Athletics,
Leo Hillary Knowles Pinto,M,34.0,171.63860830527497,67.75776754890678,1948,Summer,London,Hockey,Gold
Terence Keith Pitt,M,20.0,171.63860830527497,67.75776754890678,1924,Summer,Paris,Athletics,
Terence Keith Pitt,M,20.0,171.63860830527497,67.75776754890678,1924,Summer,Paris,Athletics,
Terence Keith Pitt,M,20.0,171.63860830527497,67.75776754890678,1924,Summer,Paris,Athletics,
Nora Margaret Polley (Fischer-),F,29.0,171.63860830527497,67.75776754890678,1924,Summer,Paris,Tennis,
Nora Margaret Polley (Fischer-),F,29.0,171.63860830527497,67.75776754890678,1924,Summer,Paris,Tennis,
Daniel Pon Mony,M,26.0,171.63860830527497,59.0,1948,Summer,London,Weightlifting,
Daniel Pon Mony,M,30.0,171.63860830527497,59.0,1952,Summer,Helsinki,Weightlifting,
Rehan Jahangir Poncha,M,22.0,180.0,68.0,2008,Summer,Beijing,Swimming,
Ashwini Ponnappa,F,22.0,165.0,59.0,2012,Summer,London,Badminton,
Ashwini Ponnappa,F,26.0,165.0,59.0,2016,Summer,Rio de Janeiro,Badminton,
Cheppudira Subbaih Poonacha,M,26.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Hockey,
Krishna Poonia,F,26.0,182.0,80.0,2008,Summer,Beijing,Athletics,
Krishna Poonia,F,30.0,182.0,80.0,2012,Summer,London,Athletics,
Lalji Aparna Popat,F,22.0,160.0,65.0,2000,Summer,Sydney,Badminton,
Lalji Aparna Popat,F,26.0,160.0,65.0,2004,Summer,Athina,Badminton,
Ankur Poseria,M,21.0,185.0,80.0,2008,Summer,Beijing,Swimming,
"Machettira Raju ""M.R."" Povamma",F,26.0,175.0,59.0,2016,Summer,Rio de Janeiro,Athletics,
"Kenneth Lawrence ""Ken"" Powell",M,24.0,171.0,61.0,1964,Summer,Tokyo,Athletics,
"Kenneth Lawrence ""Ken"" Powell",M,24.0,171.0,61.0,1964,Summer,Tokyo,Athletics,
"Kenneth Lawrence ""Ken"" Powell",M,24.0,171.0,61.0,1964,Summer,Tokyo,Athletics,
Homi Powri,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
Homi Powri,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Cycling,
Eric Rajanicka Prabhakar Philip,M,23.0,171.63860830527497,67.75776754890678,1948,Summer,London,Athletics,
Jaslal Pradhan,M,27.0,168.0,90.0,1984,Summer,Los Angeles,Boxing,
Nikki Pradhan,F,22.0,153.0,45.0,2016,Summer,Rio de Janeiro,Hockey,
Jai Kangar Prakash,M,26.0,185.0,90.0,1984,Summer,Los Angeles,Wrestling,
Sajan Prakash Prakash,M,22.0,178.0,70.0,2016,Summer,Rio de Janeiro,Swimming,
Ansuya Prasad,M,28.0,165.0,72.0,1964,Summer,Tokyo,Diving,
Bahadur Prasad Singh,M,26.0,177.0,63.0,1992,Summer,Barcelona,Athletics,
Bahadur Prasad Singh,M,30.0,177.0,63.0,1996,Summer,Atlanta,Athletics,
Diwakar Prasad,M,19.0,162.0,54.0,2004,Summer,Athina,Boxing,
Mahabir Prasad,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Football,
Rajendra Prasad,M,20.0,171.63860830527497,67.75776754890678,1992,Summer,Barcelona,Boxing,
Satyadev Prasad,M,24.0,170.0,64.0,2004,Summer,Athina,Archery,
Satyadev Prasad,M,24.0,170.0,64.0,2004,Summer,Athina,Archery,
Norman Gilbert Pritchard (-Trevor),M,24.0,171.63860830527497,67.75776754890678,1900,Summer,Paris,Athletics,
Norman Gilbert Pritchard (-Trevor),M,24.0,171.63860830527497,67.75776754890678,1900,Summer,Paris,Athletics,
Norman Gilbert Pritchard (-Trevor),M,24.0,171.63860830527497,67.75776754890678,1900,Summer,Paris,Athletics,Silver
Norman Gilbert Pritchard (-Trevor),M,24.0,171.63860830527497,67.75776754890678,1900,Summer,Paris,Athletics,
Norman Gilbert Pritchard (-Trevor),M,24.0,171.63860830527497,67.75776754890678,1900,Summer,Paris,Athletics,Silver
Sushila Chanu Pukhrambam,F,24.0,152.0,52.0,2016,Summer,Rio de Janeiro,Hockey,
Sapna Punia,F,28.0,171.63860830527497,67.75776754890678,2016,Summer,Rio de Janeiro,Athletics,
Savita Punia,F,26.0,171.0,59.0,2016,Summer,Rio de Janeiro,Hockey,
Sangeeta Puri,F,16.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Swimming,
Kunhu Muhammed Puthanpurakkal,M,29.0,170.0,72.0,2016,Summer,Rio de Janeiro,Athletics,
Ambika Radhika,F,23.0,171.63860830527497,67.75776754890678,1996,Summer,Atlanta,Table Tennis,
Inam-ur Rahman,M,24.0,169.0,68.0,1968,Summer,Mexico City,Hockey,Bronze
Jitu Rai,M,28.0,160.0,64.0,2016,Summer,Rio de Janeiro,Shooting,
Jitu Rai,M,28.0,160.0,64.0,2016,Summer,Rio de Janeiro,Shooting,
Kishor Rahtna Rai,M,23.0,171.63860830527497,67.75776754890678,1988,Winter,Calgary,Alpine Skiing,
Sanjay Kumar Rai,M,21.0,178.0,78.0,2000,Summer,Sydney,Athletics,
Satheesha Rai,M,24.0,171.63860830527497,76.0,1996,Summer,Atlanta,Weightlifting,
Sen K. Rai,M,25.547694753577108,171.63860830527497,67.75776754890678,1976,Summer,Montreal,Boxing,
Tarundeep Rai,M,20.0,174.0,60.0,2004,Summer,Athina,Archery,
Tarundeep Rai,M,20.0,174.0,60.0,2004,Summer,Athina,Archery,
Tarundeep Rai,M,28.0,174.0,60.0,2012,Summer,London,Archery,
Tarundeep Rai,M,28.0,174.0,60.0,2012,Summer,London,Archery,
Dandamudi Rajagopal,M,31.0,171.63860830527497,102.5,1948,Summer,London,Weightlifting,
Dandamudi Rajagopal,M,40.0,171.63860830527497,102.5,1956,Summer,Melbourne,Weightlifting,
Muniswamy Rajagopal,M,26.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Hockey,Gold
Soundarajan Arokia Rajiv,M,25.0,175.0,65.0,2016,Summer,Rio de Janeiro,Athletics,
Jaswant Singh Rajput,M,25.547694753577108,171.63860830527497,67.75776754890678,1948,Summer,London,Hockey,Gold
Sanjeev Rajput,M,27.0,180.0,69.0,2008,Summer,Beijing,Shooting,
Sanjeev Rajput,M,27.0,180.0,69.0,2008,Summer,Beijing,Shooting,
Sanjeev Rajput,M,31.0,180.0,69.0,2012,Summer,London,Shooting,
Anant Ram,M,24.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Anant Ram,M,24.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Anant Ram,M,24.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Anant Ram,M,24.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Anant Ram,M,24.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Anant Ram,M,24.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Anant Ram,M,24.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Gymnastics,
Anant Ram,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Anant Ram,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Anant Ram,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Anant Ram,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Anant Ram,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Anant Ram,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Anant Ram,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Anant Ram,M,31.0,171.63860830527497,67.75776754890678,1964,Summer,Tokyo,Gymnastics,
Bahadur Chettri Ram,M,23.0,157.0,59.0,1960,Summer,Roma,Football,
Chandgi Ram,M,34.0,192.0,90.0,1972,Summer,Munich,Wrestling,
Kheta Ram,M,29.0,169.0,53.0,2016,Summer,Rio de Janeiro,Athletics,
Khushi Ram,M,36.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Khushi Ram,M,36.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Khushi Ram,M,36.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Khushi Ram,M,36.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Khushi Ram,M,36.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Khushi Ram,M,36.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Khushi Ram,M,36.0,171.63860830527497,67.75776754890678,1952,Summer,Helsinki,Gymnastics,
Lila Ram Sangwan,M,25.0,171.63860830527497,67.75776754890678,1956,Summer,Melbourne,Wrestling,
Limba Ram,M,16.0,157.0,48.0,1988,Summer,Seoul,Archery,
Limba Ram,M,16.0,157.0,48.0,1988,Summer,Seoul,Archery,
Limba Ram,M,20.0,157.0,48.0,1992,Summer,Barcelona,Archery,
